         0,       2701,         20,         95,          0,          0,          0,          0,          0,         11, FALSE     
     0.500,       2701,     20.000,     95.000,     -0.841,     -0.541,     -1.682,     -1.082,      0.000,         11, FALSE     
     1.000,       2701,     19.579,     94.730,     -1.682,     -1.082,     -1.682,     -1.082,      0.000,         11, FALSE     
     1.500,       2701,     18.738,     94.189,     -2.523,     -1.623,     -1.682,     -1.082,      0.000,         11, FALSE     
     2.000,       2701,     17.477,     93.377,     -3.364,     -2.164,     -1.682,     -1.082,      0.000,         11, FALSE     
     2.500,       2701,     15.795,     92.295,     -3.364,     -2.164,     -1.682,     -1.082,      0.000,         11, FALSE     
     3.000,       2701,     14.113,     91.213,     -3.364,     -2.164,     -1.682,     -1.082,      0.000,         11, FALSE     
     3.500,       2701,     12.431,     90.131,     -3.364,     -2.164,     -1.682,     -1.082,      0.000,         11, FALSE     
     4.000,       2701,     10.748,     89.049,     -3.364,     -2.164,     -1.682,     -1.082,      0.000,         11, FALSE     
     4.500,       2701,      9.066,     87.967,     -3.364,     -2.164,     -1.682,     -1.082,      0.000,         11, FALSE     
     5.000,       2701,      7.384,     86.886,     -3.364,     -2.164,     -1.682,     -1.082,      0.000,         11, FALSE     
     5.500,       2701,      5.702,     85.804,     -3.364,     -2.164,     -1.682,     -1.082,      0.000,         11, FALSE     
     6.000,       2701,      4.020,     84.722,     -3.364,     -2.164,     -1.682,     -1.082,      0.000,         11, FALSE     
     6.500,       2701,      2.338,     83.640,     -3.354,     -2.180,     -1.656,     -1.121,      0.000,         11, FALSE     
     7.000,       2701,      0.661,     82.550,     -3.333,     -2.211,     -1.624,     -1.168,      0.000,         11, FALSE     
     7.500,       2701,     -1.006,     81.444,     -3.304,     -2.255,     -1.590,     -1.213,      0.000,         11, FALSE     
     8.000,       2701,     -2.657,     80.317,     -3.267,     -2.308,     -1.556,     -1.257,      0.000,         11, FALSE     
     8.500,       2701,     -4.291,     79.163,     -3.224,     -2.368,     -1.521,     -1.299,      0.000,         11, FALSE     
     9.000,       2701,     -5.903,     77.979,     -3.176,     -2.431,     -1.487,     -1.338,      0.000,         11, FALSE     
     9.500,       2701,     -7.491,     76.763,     -3.085,     -2.546,     -1.339,     -1.485,      0.000,         11, FALSE     
    10.000,       2701,     -9.034,     75.490,     -2.936,     -2.716,     -1.123,     -1.655,      0.000,         11, FALSE     
    10.500,       2701,    -10.502,     74.132,     -2.714,     -2.939,     -0.826,     -1.821,      0.000,         11, FALSE     
    11.000,       2701,    -11.859,     72.663,     -2.399,     -3.200,     -0.441,     -1.951,      0.000,         11, FALSE     
    11.500,       2701,    -13.058,     71.063,     -1.981,     -3.475,      0.010,     -2.000,      0.000,         11, FALSE     
    12.000,       2701,    -14.049,     69.325,     -1.462,     -3.723,      0.470,     -1.944,      0.000,         11, FALSE     
    12.500,       2701,    -14.780,     67.463,     -0.865,     -3.905,      0.875,     -1.798,      0.000,         11, FALSE     
    13.000,       2701,    -15.212,     65.511,     -0.227,     -3.994,      1.194,     -1.604,      0.000,         11, FALSE     
    13.500,       2701,    -15.326,     63.514,      0.460,     -3.973,      1.529,     -1.290,      0.000,         11, FALSE     
    14.000,       2701,    -15.096,     61.527,      1.079,     -3.852,      1.631,     -1.158,      0.000,         11, FALSE     
    14.500,       2701,    -14.557,     59.602,      1.621,     -3.657,      1.713,     -1.032,      0.000,         11, FALSE     
    15.000,       2701,    -13.746,     57.773,      2.082,     -3.415,      1.777,     -0.919,      0.000,         11, FALSE     
    15.500,       2701,    -12.705,     56.065,      2.465,     -3.151,      1.823,     -0.822,      0.000,         11, FALSE     
    16.000,       2701,    -11.473,     54.490,      2.775,     -2.881,      1.856,     -0.745,      0.000,         11, FALSE     
